timestamp,open,high,low,close,volume,ema21,macd,macd_signal,macd_hist,rsi14,bb_upper,bb_mid,bb_lower,mfi14,obv,ebsw,atr14,macd_cross,ema21_slope,price_vs_bb,bb_width,obv_slope
2024-01-01 12:00:00,101.02058157,103.04099320,99.00016994,101.02058157,106.17193354,,,,,42.59781145,,,,,786.28968261,,,none,,none,,-1.0
2024-01-01 13:00:00,101.77878484,103.81436054,99.74320915,101.77878484,985.84718842,,,,,52.46242914,,,,,1772.13687103,,4.05793829,none,,none,,1.0
2024-01-01 14:00:00,101.57372737,103.60520192,99.54225282,101.57372737,158.00929465,,,,,49.96171651,,,,61.22653347,1614.12757638,,4.05829621,none,,none,,1.0
2024-01-01 15:00:00,101.25609258,103.28121443,99.23097073,101.25609258,914.71106819,,,,,46.28160522,,,,56.69882192,699.41650819,,4.05772103,none,,none,,1.0
2024-01-01 16:00:00,101.17143656,103.19486530,99.14800783,101.17143656,628.65899381,,,,,45.32339567,,,,47.01776335,70.75751438,,4.05694506,none,,none,,-1.0
2024-01-01 17:00:00,100.93245964,102.95110883,98.91381045,100.93245964,402.65464131,,,,,42.63960828,,,,36.84415960,-331.89712693,,4.05554173,none,,none,,-1.0
2024-01-01 18:00:00,100.67179801,102.68523397,98.65836205,100.67179801,790.61406737,,,,,39.86666257,,,,29.95890096,-1122.51119429,,4.05349388,none,,none,,-1.0
2024-01-01 19:00:00,100.75091759,102.76593594,98.73589923,100.75091759,452.23757271,,,,,41.11836063,102.59369287,101.33174171,100.06979056,31.16662804,-670.27362158,,4.05181837,none,,inside,0.02490732,-1.0
2024-01-01 20:00:00,101.50373204,103.53380668,99.47365740,101.50373204,892.32153779,101.33993173,,,,51.46949149,102.56364919,101.38989882,100.21614845,42.13704795,222.04791620,,4.05241343,none,,inside,0.02315320,0.0
2024-01-01 21:00:00,101.80442272,103.84051117,99.76833426,101.80442272,937.24307871,101.38215818,,,,54.88127465,102.52183379,101.46804916,100.41426454,50.43963172,1159.29099491,,4.05382511,none,0.00041668,inside,0.02077077,1.0
2024-01-01 22:00:00,101.42743385,103.45598253,99.39888518,101.42743385,633.48690304,101.38627415,,,,50.12352656,102.48126489,101.50950616,100.53774743,44.36904456,525.80409187,,4.05405884,none,0.00004060,inside,0.01914616,1.0
2024-01-01 23:00:00,101.99835806,104.03832522,99.95839089,101.99835806,481.19049125,101.44191814,,,,56.30190337,102.48032755,101.50920693,100.53808630,48.78198022,1006.99458311,,4.05590709,none,0.00054883,inside,0.01913365,1.0
2024-01-02 00:00:00,102.03702108,104.07776150,99.99628066,102.03702108,164.88289272,101.49601841,,,,56.69313814,102.46970232,101.50611694,100.54253155,47.31338584,1171.87747583,,4.05773379,none,0.00053331,inside,0.01898576,1.0
2024-01-02 01:00:00,102.46671927,104.51605365,100.41738488,102.46671927,746.92229125,101.58426394,0.20626447,,,60.88468314,102.49457538,101.51116688,100.52775837,57.62030961,1918.79976708,,4.06065772,none,0.00086945,inside,0.01937538,1.0
2024-01-02 02:00:00,102.26937826,104.31476583,100.22399070,102.26937826,324.78653655,101.64654706,0.23936566,,,58.10332505,102.54169933,101.52420267,100.50670601,54.88001986,1594.01323053,,4.06280896,none,0.00061312,inside,0.02004442,1.0
2024-01-02 03:00:00,101.51505878,103.54535995,99.48475760,101.51505878,380.31037110,101.63459358,0.20239819,,,48.90649670,102.53623264,101.51951404,100.50279544,46.59912374,1213.70285943,,4.06265134,none,-0.00011760,inside,0.02003001,1.0
2024-01-02 04:00:00,101.38300432,103.41066441,99.35534424,101.38300432,936.49592124,101.61172183,0.16059429,,,47.48934710,102.45444797,101.48110106,100.50775414,42.42830561,277.20693819,,4.06212769,none,-0.00022504,inside,0.01918282,-1.0
2024-01-02 05:00:00,101.66177127,103.69500670,99.62853585,101.66177127,306.34149998,101.61627178,0.14824962,,,50.73470885,102.46767064,101.49104945,100.51442825,49.40725263,583.54843817,,4.06243792,none,0.00004478,inside,0.01924546,-1.0
2024-01-02 06:00:00,101.19641835,103.22034671,99.17248998,101.19641835,608.67576567,101.57810329,0.09976625,,,45.66140560,102.45340920,101.47008009,100.48675098,49.52844909,-25.12732750,,4.06139640,none,-0.00037561,inside,0.01938166,-1.0
2024-01-02 07:00:00,101.77927544,103.81486094,99.74368993,101.77927544,728.11801911,101.59639166,0.10713949,,,52.11955577,102.47445452,101.50991958,100.54538464,56.28537087,702.99069161,,4.06209459,none,0.00018004,inside,0.01900376,-1.0
2024-01-02 08:00:00,102.39830275,104.44626881,100.35033670,102.39830275,573.67382875,101.66929267,0.16107638,,,57.84931984,102.59176623,101.57880564,100.56584505,64.77057737,1276.66452036,,4.06451155,none,0.00071756,inside,0.01994433,1.0
2024-01-02 09:00:00,102.70820594,104.76237006,100.65404182,102.70820594,496.80790049,101.76373933,0.22622062,0.17234166,0.05387896,60.40396829,102.75537084,101.62527669,100.49518255,65.00076836,1773.47242085,,4.06764132,none,0.00092896,inside,0.02224041,1.0
2024-01-02 10:00:00,102.70410363,104.75818571,100.65002156,102.70410363,661.55377093,101.84922700,0.27435429,0.19274419,0.08161010,60.35182441,102.90985417,101.68179551,100.45373684,55.67434017,1111.91864992,,4.07053581,none,0.00084006,inside,0.02415494,1.0
2024-01-02 11:00:00,102.98920479,105.04898888,100.92942069,102.98920479,867.00732964,101.95286134,0.33168242,0.22053184,0.11115059,62.75799722,103.10942645,101.76845112,100.42747578,55.33815043,1978.92597956,,4.07403812,none,0.00101753,inside,0.02635346,1.0
2024-01-02 12:00:00,103.12065936,105.18307255,101.05824617,103.12065936,15.49159479,102.05902480,0.38330418,0.25308630,0.13021787,63.84743915,103.30400952,101.86591226,100.42781499,60.20883039,1994.41757435,,4.07766585,none,0.00104130,inside,0.02823510,1.0
2024-01-02 13:00:00,102.86437540,104.92166291,100.80708789,102.86437540,433.60562319,102.13223849,0.39893613,0.28225627,0.11667986,60.15291792,103.39613192,101.96250804,100.52888417,53.94217883,1560.81195116,,4.08030222,none,0.00071737,inside,0.02812061,1.0
2024-01-02 14:00:00,102.11273642,104.15499114,100.07048169,102.11273642,906.20566653,102.13046557,0.34667729,0.29514047,0.05153682,50.85798274,103.33357393,102.03455497,100.73553600,46.87452219,654.60628463,,4.08060274,none,-0.00001736,inside,0.02546233,-1.0
2024-01-02 15:00:00,101.70977617,103.74397169,99.67558064,101.70977617,297.00785327,102.09222108,0.26963805,0.29003999,-0.02040194,46.69242033,103.24572160,102.08249789,100.91927419,39.75106688,357.59843136,0.00000000,4.07973047,bearish_cross,-0.00037447,inside,0.02278988,-1.0
2024-01-02 16:00:00,101.13173367,103.15436834,99.10909900,101.13173367,96.25481163,102.00490404,0.16009522,0.26405103,-0.10395582,41.44796949,103.27691840,102.06389798,100.85087755,41.00214363,261.34361973,0.57735027,4.07726896,none,-0.00085528,inside,0.02376982,-1.0
2024-01-02 17:00:00,100.78569296,102.80140682,98.76997910,100.78569296,145.99325665,101.89406667,0.04484223,0.22020927,-0.17536705,38.64932548,103.35097481,102.01296149,100.67494817,42.35867440,115.35036308,0.72997944,4.07399459,none,-0.00108659,inside,0.02623222,-1.0
2024-01-02 18:00:00,100.78304272,102.79870358,98.76738187,100.78304272,965.64518955,101.79306450,-0.04617814,0.16693179,-0.21310993,38.62781315,103.40629252,101.98074193,100.55519134,42.21977795,-850.29482648,0.88824630,4.07094653,none,-0.00099125,inside,0.02795725,-1.0
2024-01-02 19:00:00,100.55615033,102.56727334,98.54502732,100.55615033,786.81657751,101.68061775,-0.13506382,0.10653267,-0.24159649,36.74229386,103.46987778,101.90863155,100.34738531,35.56659570,-1637.11140399,0.97342314,4.06746792,none,-0.00110466,inside,0.03064012,-1.0
2024-01-02 20:00:00,101.20266854,103.22672191,99.17861517,101.20266854,899.17879589,101.63716782,-0.15159031,0.05490807,-0.20649838,44.98314596,103.45801875,101.86691392,100.27580909,45.60986299,-737.93260810,0.99673715,4.06608498,none,-0.00042732,inside,0.03123889,-1.0
2024-01-02 21:00:00,101.01596982,103.03628922,98.99565042,101.01596982,810.31873888,101.58069528,-0.17770424,0.00838561,-0.18608985,43.23166315,103.40253165,101.79437645,100.18622124,36.02090609,-1548.25134698,0.99955702,4.06426739,none,-0.00055563,inside,0.03159615,-1.0
2024-01-02 22:00:00,101.69967928,103.73367287,99.66568570,101.69967928,951.05684545,101.59151201,-0.14159782,-0.02161107,-0.11998674,50.78846307,103.35872994,101.76589150,100.17305305,38.88741535,-597.19450153,0.99670488,4.06453309,none,0.00010648,inside,0.03130397,1.0
2024-01-02 23:00:00,102.21985495,104.26425205,100.17545785,102.21985495,825.74995267,101.64863409,-0.07020017,-0.03132889,-0.03887127,55.62800075,103.40177044,101.80113131,100.20049217,41.20287929,228.55545114,0.99319641,4.06626603,none,0.00056227,inside,0.03144639,1.0
2024-01-03 00:00:00,102.00725104,104.04739606,99.96710602,102.00725104,530.97760294,101.68123563,-0.03042169,-0.03114745,0.00072576,53.32001506,103.42296668,101.83234364,100.24172060,41.85758150,-302.42215180,0.99069175,4.06726774,bullish_cross,0.00032073,inside,0.03124004,1.0
2024-01-03 01:00:00,102.62966404,104.68225732,100.57707076,102.62966404,955.16896789,101.76745640,0.05074164,-0.01476963,0.06551128,58.71976783,103.50798470,101.88073828,100.25349186,42.43742499,652.74681609,0.98946807,4.06997623,none,0.00084795,inside,0.03194414,1.0
2024-01-03 02:00:00,102.41402116,104.46230158,100.36574074,102.41402116,602.08240400,101.82623501,0.09655062,0.00749442,0.08905620,56.29026393,103.55208686,101.94161842,100.33114998,39.54372046,50.66441209,0.98941393,4.07187513,none,0.00057758,inside,0.03159590,1.0
2024-01-03 03:00:00,102.68832138,104.74208781,100.63455495,102.68832138,191.70901722,101.90460650,0.15322205,0.03663994,0.11658211,58.63473465,103.62924724,101.98707072,100.34489419,42.78565453,242.37342931,0.99002873,4.07442211,none,0.00076966,inside,0.03220362,1.0
2024-01-03 04:00:00,102.55868303,104.60985669,100.50750937,102.55868303,301.10286729,101.96406800,0.18553510,0.06641898,0.11911613,57.07655894,103.64725740,101.99508973,100.34292206,45.89091318,-58.72943798,0.99082894,4.07641677,none,0.00058350,inside,0.03239700,1.0
2024-01-03 05:00:00,102.93327192,104.99193736,100.87460648,102.93327192,330.93892148,102.05217745,0.23861897,0.10085897,0.13776000,60.35492039,103.68186299,102.00634303,100.33082307,49.67537895,272.20948350,0.99162252,4.07933921,none,0.00086412,inside,0.03285129,-1.0
2024-01-03 06:00:00,103.30469950,105.37079349,101.23860551,103.30469950,717.75903169,102.16604309,0.30711914,0.14211101,0.16500813,63.34446997,103.78450372,102.03637282,100.28824193,54.26804994,989.96851519,0.99247762,4.08311412,none,0.00111576,inside,0.03426486,1.0
2024-01-03 07:00:00,103.86689682,105.94423476,101.78955888,103.86689682,880.68844057,102.32066616,0.40213509,0.19411582,0.20801926,67.35689740,103.96762429,102.08025743,100.19289056,59.27724187,1870.65695576,0.99349704,4.08822567,none,0.00151345,inside,0.03697810,1.0
2024-01-03 08:00:00,105.40108951,107.50911130,103.29306772,105.40108951,654.25161587,102.60070464,0.59438078,0.27416881,0.32021197,75.30208013,104.56096444,102.19427893,99.82759342,68.15465440,2524.90857163,0.99497334,4.09735552,none,0.00273687,above_upper,0.04631738,1.0
2024-01-03 09:00:00,105.20969307,107.31388694,103.10549921,105.20969307,600.79247923,102.83788541,0.72295896,0.36392684,0.35903212,72.91765450,105.02503427,102.31154482,99.59805536,69.29575651,1924.11609240,0.99650452,4.10528639,none,0.00231169,above_upper,0.05304366,1.0
2024-01-03 10:00:00,104.29651366,106.38244394,102.21058339,104.29651366,208.36150512,102.97048798,0.74261179,0.43966383,0.30294796,62.71415153,105.27275056,102.42073368,99.56871680,64.41494699,1715.75458728,0.99647023,4.11004169,none,0.00128943,inside,0.05569218,1.0
2024-01-03 11:00:00,104.31087158,106.39708901,102.22465414,104.31087158,575.70452883,103.09234103,0.75069185,0.50186944,0.24882241,62.80228741,105.50180530,102.55078845,99.59977160,73.03895247,2291.45911611,0.99449395,4.11449835,none,0.00118338,inside,0.05755230,0.0
2024-01-03 12:00:00,104.35996838,106.44716775,102.27276902,104.35996838,126.03637772,103.20757988,0.75238404,0.55197236,0.20041168,63.12328923,105.68943725,102.71220019,99.73496312,70.13404208,2417.49549383,0.99210667,4.11877694,none,0.00111782,inside,0.05797241,0.0
2024-01-03 13:00:00,104.88395910,106.98163828,102.78627992,104.88395910,300.47259433,103.35997799,0.78693549,0.59896498,0.18797050,66.45086260,105.90018980,102.91711349,99.93403719,67.94828192,2717.96808815,0.99119064,4.12424705,none,0.00147662,inside,0.05797046,1.0
2024-01-03 14:00:00,104.84766225,106.94461550,102.75070901,104.84766225,974.37467473,103.49522202,0.80214231,0.63960045,0.16254186,66.00654609,106.04449937,103.12034447,100.19618957,63.71676198,1743.59341342,0.99201223,4.12922272,none,0.00130848,inside,0.05671344,1.0
2024-01-03 15:00:00,104.41806234,106.50642359,102.32970110,104.41806234,121.58968146,103.57911659,0.77064518,0.66580939,0.10483579,60.82286056,106.02710921,103.31344007,100.59977093,57.34704272,1622.00373196,0.99245990,4.13261556,none,0.00081061,inside,0.05253274,-1.0
2024-01-03 16:00:00,104.25967195,106.34486539,102.17447851,104.25967195,965.98247305,103.64098526,0.72455053,0.67755762,0.04699291,58.98364523,106.01896626,103.46629024,100.91361422,54.25573389,656.02125892,0.99093732,4.13531351,none,0.00059731,inside,0.04934314,-1.0
2024-01-03 17:00:00,104.47755390,106.56710498,102.38800283,104.47755390,751.58491686,103.71703696,0.69756040,0.68155818,0.01600222,60.74225002,105.95049546,103.63936944,101.32824343,57.69189184,1407.60617578,0.98912985,4.13844127,none,0.00073380,inside,0.04459938,-1.0
2024-01-03 18:00:00,103.98074251,106.06035736,101.90112766,103.98074251,445.29383542,103.74101019,0.62883320,0.67101318,-0.04217998,54.95619181,105.87921245,103.75342261,101.62763276,56.57798207,962.31234036,0.98798643,4.13992616,bearish_cross,0.00023114,inside,0.04097773,-1.0
2024-01-03 19:00:00,103.58264756,105.65430051,101.51099460,103.58264756,792.50304417,103.72661359,0.53606406,0.64402336,-0.10795930,50.78191892,105.82417321,103.82156224,101.81895126,49.34588097,169.80929618,0.98387543,4.14016757,none,-0.00013877,inside,0.03857794,-1.0
2024-01-03 20:00:00,103.19269735,105.25655129,101.12884340,103.19269735,154.11170279,103.67807575,0.42616554,0.60045179,-0.17428625,47.01482700,105.72092166,103.88083455,102.04074745,43.58715703,15.69759339,0.97307205,4.13927759,none,-0.00046794,inside,0.03542688,-1.0
2024-01-03 21:00:00,102.80395693,104.86003607,100.74787779,102.80395693,299.60873935,103.59861040,0.30419550,0.54120054,-0.23700503,43.54675479,105.70618817,103.88954920,102.07291022,34.65231956,-283.91114596,0.95064760,4.13734050,none,-0.00076646,inside,0.03497251,-1.0
2024-01-03 22:00:00,102.57394452,104.62542341,100.52246563,102.57394452,274.05319560,103.50545895,0.18681974,0.47032438,-0.28350463,41.59179769,105.68805810,103.89754536,102.10703262,26.67457197,-557.96434156,0.89913209,4.13488459,none,-0.00089916,inside,0.03446689,-1.0
2024-01-03 23:00:00,103.34483225,105.41172889,101.27793560,103.34483225,13.15155091,103.49085653,0.15422500,0.40710450,-0.25287950,49.73623366,105.65021877,103.93037091,102.21052304,29.53124575,-544.81279066,0.81622247,4.13480664,none,-0.00014108,inside,0.03309616,-1.0
2024-01-04 00:00:00,103.65262683,105.72567937,101.57957430,103.65262683,258.20345605,103.50556292,0.15148367,0.35598033,-0.20449667,52.57944001,105.58675752,103.98506810,102.38337868,33.54262526,-286.60933461,0.86036437,4.13561367,none,0.00014210,inside,0.03080614,-1.0
2024-01-04 01:00:00,102.87113335,104.92855602,100.81371068,102.87113335,820.35988520,103.44788750,0.08526823,0.30183791,-0.21656968,45.53638655,105.59245799,103.98196117,102.37146435,23.11969485,-1106.96921980,0.96889122,4.13413022,none,-0.00055722,inside,0.03097647,-1.0
2024-01-04 02:00:00,102.63750860,104.69025877,100.58475842,102.63750860,804.45854258,103.37421669,0.01378159,0.24422665,-0.23044506,43.65384027,105.64359035,103.94860162,102.25361290,19.08575333,-1911.42776238,0.96951402,4.13208523,none,-0.00071215,inside,0.03261205,-1.0
2024-01-04 03:00:00,102.52365401,104.57412709,100.47318093,102.52365401,493.38178011,103.29689281,-0.05146593,0.18508813,-0.23655407,42.72678912,105.69253233,103.88143948,102.07034663,14.35415439,-2404.80954249,0.61669349,4.12986101,none,-0.00074800,inside,0.03486846,-1.0
2024-01-04 04:00:00,102.58858953,104.64036132,100.53681774,102.58858953,921.26398619,103.23250161,-0.09681924,0.12870666,-0.22552590,43.46421961,105.49081534,103.74081448,101.99081363,27.35663268,-1483.54555630,-0.37209985,4.12798119,none,-0.00062336,inside,0.03373794,-1.0
2024-01-04 05:00:00,102.65328390,104.70634958,100.60021823,102.65328390,884.04727583,103.17984545,-0.12608830,0.07774767,-0.20383597,44.23459664,105.28286614,103.61299403,101.94312191,35.88871388,-599.49828048,-0.89210552,4.12642049,none,-0.00051007,inside,0.03223287,1.0
2024-01-04 06:00:00,102.98691206,105.04665031,100.92717382,102.98691206,816.84000085,103.16230605,-0.12096878,0.03800438,-0.15897316,48.15782852,105.20720783,103.54751395,101.88782006,47.19389555,217.34172038,-0.99263777,4.12592449,none,-0.00016999,inside,0.03205666,1.0
2024-01-04 07:00:00,103.29783338,105.36379005,101.23187671,103.29783338,485.85910049,103.17462672,-0.09077637,0.01224823,-0.10302459,51.57687071,105.11989274,103.49686204,101.87383133,45.24672839,703.20082086,-0.91176607,4.12635226,none,0.00011943,inside,0.03136386,1.0
2024-01-04 08:00:00,103.17234486,105.23579176,101.10889796,103.17234486,474.73301914,103.17441928,-0.07609733,-0.00542088,-0.07067645,50.13959438,105.01378049,103.43748086,101.86118123,45.08963182,228.46780173,-0.42212048,4.12639095,none,-0.00000201,inside,0.03047831,1.0
2024-01-04 09:00:00,102.89315683,104.95101997,100.83529370,102.89315683,519.24606248,103.14884996,-0.08600086,-0.02153688,-0.06446398,47.00144257,104.77491470,103.33794075,101.90096679,46.83031996,-290.77826075,0.56685993,4.12562918,none,-0.00024783,inside,0.02781116,1.0
2024-01-04 10:00:00,102.96000924,105.01920943,100.90080906,102.96000924,908.21667673,103.13168263,-0.08744702,-0.03471891,-0.05272811,47.84324211,104.49958849,103.24355810,101.98752770,53.80127913,617.43841597,0.97841169,4.12511284,none,-0.00016643,inside,0.02433140,-1.0
2024-01-04 11:00:00,103.05031141,105.11131764,100.98930518,103.05031141,631.75156341,103.12428524,-0.08037991,-0.04385111,-0.03652880,49.02112114,104.30449317,103.17517055,102.04584792,59.26118863,1249.18997938,0.99205850,4.12489138,none,-0.00007173,inside,0.02189136,1.0
2024-01-04 12:00:00,103.79513205,105.87103469,101.71922941,103.79513205,558.94590729,103.18527132,-0.01451110,-0.03798310,0.02347201,57.53878907,104.20380153,103.15194355,102.10008558,63.81789604,1808.13588667,0.98292038,4.12681380,bullish_cross,0.00059138,inside,0.02039434,1.0
2024-01-04 13:00:00,103.22896088,105.29354010,101.16438166,103.22896088,121.26572198,103.18924309,-0.00790376,-0.03196724,0.02406348,50.61574934,103.93880640,103.08951390,102.24022140,62.87080231,1686.87016469,0.94590546,4.12698128,none,0.00003849,inside,0.01647680,1.0
2024-01-04 14:00:00,102.41385425,104.46213134,100.36557717,102.41385425,127.28727836,103.11875320,-0.06765975,-0.03910574,-0.02855401,42.65803550,103.80132403,103.01116949,102.22101495,60.81422977,1559.58288633,0.97998242,4.12480791,bearish_cross,-0.00068311,inside,0.01534114,1.0
2024-01-04 15:00:00,102.17935138,104.22293840,100.13576435,102.17935138,719.32323651,103.03335303,-0.13241285,-0.05776716,-0.07464569,40.67666185,103.76594577,102.94100468,102.11606359,61.57484127,840.25964982,0.66551370,4.12211978,none,-0.00082817,inside,0.01602745,-1.0
2024-01-04 16:00:00,102.78066684,104.83628018,100.72505351,102.78066684,555.10447955,103.01038156,-0.13366818,-0.07294737,-0.06072081,47.42068896,103.73943695,102.92040316,102.10136937,70.18291455,1395.36412937,-0.25649402,4.12134170,none,-0.00022295,inside,0.01591587,-1.0
2024-01-04 17:00:00,102.64078244,104.69359809,100.58796679,102.64078244,100.31158933,102.97678164,-0.14428728,-0.08721535,-0.05707193,46.10753033,103.73937318,102.91224443,102.08511568,73.69525508,1295.05254004,-0.89969660,4.12021953,none,-0.00032618,inside,0.01607445,-1.0
2024-01-04 18:00:00,102.85551082,104.91262103,100.79840060,102.85551082,231.91614959,102.96575702,-0.13383346,-0.09653897,-0.03729449,48.46661137,103.73865950,102.92632275,102.11398599,71.16429435,1526.96868963,-0.99731276,4.11979102,none,-0.00010706,inside,0.01578482,1.0
2024-01-04 19:00:00,102.50862694,104.55879948,100.45845441,102.50862694,675.08625402,102.92419974,-0.15178963,-0.10758910,-0.04420053,45.03686301,103.69221747,102.88451248,102.07680749,60.58417993,851.88243561,-0.99169399,4.11840203,none,-0.00040360,inside,0.01570120,1.0
2024-01-04 20:00:00,102.81951696,104.87590730,100.76312662,102.81951696,418.96100594,102.91468313,-0.13932771,-0.11393682,-0.02539089,48.55088797,103.56518670,102.84285699,102.12052727,58.17576032,1270.84344154,-0.98605354,4.11800050,none,-0.00009246,inside,0.01404725,-1.0
2024-01-04 21:00:00,102.56100826,104.61222842,100.50978809,102.56100826,479.88781026,102.88253086,-0.14859810,-0.12086908,-0.02772902,45.92179889,103.56036058,102.82735073,102.09434089,50.77796401,790.95563129,-0.98219422,4.11688906,none,-0.00031242,inside,0.01425710,-1.0
2024-01-04 22:00:00,102.27571149,104.32122572,100.23019726,102.27571149,225.11144085,102.82736547,-0.17692651,-0.13208056,-0.04484594,43.14499681,103.57893781,102.80926088,102.03958394,52.82188180,565.84419044,-0.99444537,4.11504188,none,-0.00053620,inside,0.01497291,-1.0
2024-01-04 23:00:00,101.76069456,103.79590845,99.72548067,101.76069456,730.89882552,102.73039538,-0.23818885,-0.15330222,-0.08488663,38.60665179,103.66586097,102.77111290,101.87636484,51.15975998,-165.05463508,-0.94689179,4.11185515,none,-0.00094304,below_lower,0.01741244,-1.0
2024-01-05 00:00:00,102.35560283,104.40271489,100.30849078,102.35560283,475.39929610,102.69632333,-0.23601494,-0.16984476,-0.06617017,45.71053508,103.67014251,102.75946357,101.84878463,47.63201386,310.34466102,-0.94938245,4.11059579,none,-0.00033166,inside,0.01772448,-1.0
2024-01-05 01:00:00,102.89203594,104.94987666,100.83419523,102.89203594,837.46893545,102.71411539,-0.18882972,-0.17364176,-0.01518796,51.19448688,103.68247894,102.77140117,101.86032340,49.35042498,1147.81359648,-0.99158416,4.11095905,none,0.00017325,inside,0.01773018,1.0
2024-01-05 02:00:00,103.35693097,105.42406959,101.28979235,103.35693097,40.62034537,102.77255317,-0.11262369,-0.16143814,0.04881445,55.39927394,103.73384149,102.78990212,101.84596274,44.71609542,1188.43394185,-0.89086708,4.11262464,bullish_cross,0.00056894,inside,0.01836638,1.0
2024-01-05 03:00:00,104.76620592,106.86153004,102.67088180,104.76620592,280.16544080,102.95379433,0.06078614,-0.11699328,0.17777943,65.18981983,104.14249227,102.86332074,101.58414922,48.32335027,1468.59938264,-0.04809144,4.11819775,none,0.00176352,above_upper,0.02487129,1.0
2024-01-05 04:00:00,104.97477487,107.07427037,102.87527937,104.97477487,354.51630812,103.13751983,0.21259381,-0.05107587,0.26366967,66.36654505,104.54106768,102.95344225,101.36581681,52.38107515,1823.11569077,0.70044324,4.12396870,none,0.00178454,above_upper,0.03084162,1.0
2024-01-05 05:00:00,105.70389373,107.81797161,103.58981586,105.70389373,867.91868428,103.37082655,0.38727204,0.03659371,0.35067833,70.16361316,105.10128002,103.09397909,101.08667816,65.07523504,2691.03437504,0.90283859,4.13141063,none,0.00226209,above_upper,0.03894119,1.0
2024-01-05 06:00:00,105.57298149,107.68444112,103.46152186,105.57298149,212.78075298,103.57102245,0.50927171,0.13112931,0.37814239,68.66469802,105.51534557,103.22462770,100.93390983,59.43853261,2478.25362206,0.96959204,4.13794696,none,0.00193668,above_upper,0.04438317,1.0
2024-01-05 07:00:00,105.74982842,107.86482499,103.63483186,105.74982842,828.74279505,103.76909572,0.61315927,0.22753531,0.38562397,69.60921331,105.91043325,103.35960355,100.80877386,65.47565006,3306.99641711,0.99320056,4.14452169,none,0.00191244,inside,0.04935835,1.0
2024-01-05 08:00:00,105.77838561,107.89395332,103.66281790,105.77838561,733.52436938,103.95175844,0.68984316,0.31999688,0.36984629,69.76768404,106.22590933,103.45876623,100.69162313,67.96949325,4040.52078648,0.99958611,4.15070838,none,0.00176028,inside,0.05349268,1.0
2024-01-05 09:00:00,106.13859898,108.26137096,104.01582700,106.13859898,556.97460182,104.15056213,0.77079664,0.41015683,0.36063981,71.76748082,106.61568346,103.60424814,100.59281282,76.95938582,4597.49538831,0.99946929,4.15748235,none,0.00191246,inside,0.05813343,1.0
2024-01-05 10:00:00,106.39141563,108.51924394,104.26358732,106.39141563,479.08779765,104.35427608,0.84560544,0.49724655,0.34835888,73.11181272,107.00301907,103.80312620,100.60323334,77.20458105,5076.58318596,0.99894159,4.16449480,none,0.00195596,inside,0.06165311,1.0
2024-01-05 11:00:00,106.84787307,108.98483053,104.71091561,106.84787307,282.15850743,104.58096672,0.93099234,0.58399571,0.34699663,75.39028023,107.41390183,104.03655229,100.65920275,83.41363474,5358.74169339,0.99945084,4.17231052,none,0.00217232,inside,0.06492621,1.0
2024-01-05 12:00:00,107.09919144,109.24117527,104.95720761,107.09919144,421.67108613,104.80989624,1.00732951,0.66866247,0.33866704,76.56763171,107.83756032,104.25247852,100.66739672,86.99782612,5780.41277952,0.99994678,4.18028603,none,0.00218902,inside,0.06877691,1.0
